Experiment start. 

Data :	 1
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.375000	 taskstep variance 0.744024	 total taskstep 4.000000	 robotstep 29.000000	 robotstep mean 27.375000	 robotstep variance 1.060660	 total robotstep 29.000000
SAPOAads Algorithm :	 taskstep 18.000000	 taskstep mean 13.250000	 taskstep variance 3.415650	 total taskstep 20.000000	 robotstep 69.000000	 robotstep mean 56.125000	 robotstep variance 5.840947	 total robotstep 71.000000
SAPOAads Algorithm :	 taskstep 18.000000	 taskstep mean 13.937500	 taskstep variance 4.170831	 total taskstep 25.000000	 robotstep 70.000000	 robotstep mean 57.312500	 robotstep variance 5.884655	 total robotstep 71.000000
SAPOAads Algorithm :	 taskstep 20.000000	 taskstep mean 16.187500	 taskstep variance 3.745553	 total taskstep 26.000000	 robotstep 57.000000	 robotstep mean 50.000000	 robotstep variance 4.242641	 total robotstep 61.000000
SAPOAads Algorithm :	 taskstep 30.000000	 taskstep mean 16.562500	 taskstep variance 9.986449	 total taskstep 39.000000	 robotstep 69.000000	 robotstep mean 56.187500	 robotstep variance 5.969017	 total robotstep 70.000000
SAPOAads Algorithm :	 taskstep 23.000000	 taskstep mean 14.312500	 taskstep variance 7.480809	 total taskstep 32.000000	 robotstep 59.000000	 robotstep mean 49.937500	 robotstep variance 4.682859	 total robotstep 60.000000
SAPOAads Algorithm :	 taskstep 21.000000	 taskstep mean 17.812500	 taskstep variance 3.187868	 total taskstep 29.000000	 robotstep 68.000000	 robotstep mean 56.000000	 robotstep variance 5.341660	 total robotstep 69.000000
SAPOAads Algorithm :	 taskstep 16.000000	 taskstep mean 11.375000	 taskstep variance 3.913651	 total taskstep 22.000000	 robotstep 59.000000	 robotstep mean 50.250000	 robotstep variance 4.024922	 total robotstep 61.000000
SAPOAads Algorithm :	 taskstep 18.000000	 taskstep mean 14.062500	 taskstep variance 3.255124	 total taskstep 23.000000	 robotstep 64.000000	 robotstep mean 55.937500	 robotstep variance 4.697074	 total robotstep 68.000000
SAPOAads Algorithm :	 taskstep 27.000000	 taskstep mean 16.062500	 taskstep variance 8.895458	 total taskstep 36.000000	 robotstep 63.000000	 robotstep mean 52.312500	 robotstep variance 4.922313	 total robotstep 64.000000
SAPOAads Algorithm :	 taskstep 13.000000	 taskstep mean 11.062500	 taskstep variance 2.379601	 total taskstep 18.000000	 robotstep 59.000000	 robotstep mean 49.687500	 robotstep variance 4.467941	 total robotstep 60.000000
SAPOAads Algorithm :	 taskstep 26.000000	 taskstep mean 20.687500	 taskstep variance 3.516035	 total taskstep 33.000000	 robotstep 67.000000	 robotstep mean 56.437500	 robotstep variance 5.977388	 total robotstep 70.000000
SAPOAads Algorithm :	 taskstep 19.000000	 taskstep mean 12.750000	 taskstep variance 4.767949	 total taskstep 23.000000	 robotstep 63.000000	 robotstep mean 52.000000	 robotstep variance 4.993329	 total robotstep 64.000000
SAPOAads Algorithm :	 taskstep 14.000000	 taskstep mean 10.812500	 taskstep variance 2.587631	 total taskstep 17.000000	 robotstep 65.000000	 robotstep mean 54.312500	 robotstep variance 5.002916	 total robotstep 66.000000
SAPOAads Algorithm :	 taskstep 17.000000	 taskstep mean 15.062500	 taskstep variance 2.434988	 total taskstep 23.000000	 robotstep 60.000000	 robotstep mean 51.625000	 robotstep variance 3.981206	 total robotstep 63.000000
SAPOAads Algorithm :	 taskstep 18.000000	 taskstep mean 13.187500	 taskstep variance 3.581783	 total taskstep 23.000000	 robotstep 59.000000	 robotstep mean 50.312500	 robotstep variance 4.629165	 total robotstep 61.000000
Data 20 complete: (SAPOAads Algorithm)	 success rate: 1.000000	 task step: 20.400000	 taskstep mean 15.075000	 taskstep variance 4.484975	 total taskstep 26.900000	 robotstep 64.100000	 robotstep mean 53.818750	 robotstep variance 5.077276	 total robotstep 66.100000

Data :	 21
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.166667	 taskstep variance 0.577350	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 38.916667	 robotstep variance 3.287949	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.166667	 taskstep variance 0.577350	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 38.916667	 robotstep variance 3.287949	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.166667	 taskstep variance 0.577350	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 38.916667	 robotstep variance 3.287949	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.166667	 taskstep variance 0.577350	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 38.916667	 robotstep variance 3.287949	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.166667	 taskstep variance 0.577350	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 38.916667	 robotstep variance 3.287949	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.166667	 taskstep variance 0.577350	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 38.916667	 robotstep variance 3.287949	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.166667	 taskstep variance 0.577350	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 38.916667	 robotstep variance 3.287949	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.250000	 taskstep variance 0.621582	 total taskstep 4.000000	 robotstep 46.000000	 robotstep mean 40.333333	 robotstep variance 3.171846	 total robotstep 49.000000
Data 21 complete: (SAPOAads Algorithm)	 success rate: 1.000000	 task step: 4.000000	 taskstep mean 3.220833	 taskstep variance 0.606101	 total taskstep 4.000000	 robotstep 45.300000	 robotstep mean 39.837500	 robotstep variance 3.212482	 total robotstep 47.950000

Data :	 22
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
SAPOAads Algorithm :	 taskstep 4.000000	 taskstep mean 3.500000	 taskstep variance 0.632456	 total taskstep 4.000000	 robotstep 44.000000	 robotstep mean 37.312500	 robotstep variance 3.156343	 total robotstep 46.000000
